sl_no,state,start_date,physical_progress,report_month
1567,Tripura,"01/2023
05/2023",72.48,FlashReport_July 2026
1568,Tripura,"03/2023
03/2024",9.2,FlashReport_July 2026
1569,Uttar Pradesh,"01/2022
01/2025",39.0,FlashReport_July 2026
1570,Uttar Pradesh,"12/2022
11/2024",31.09,FlashReport_July 2026
1571,Uttar Pradesh,"12/2019
10/2020",95.0,FlashReport_July 2026
1572,Uttar Pradesh,"12/2022
08/2024",56.0,FlashReport_July 2026
1573,Uttar Pradesh,"10/2022
01/2024",78.0,FlashReport_July 2026
1574,Uttar Pradesh,"01/2022
03/2024",62.0,FlashReport_July 2026
1575,Uttar Pradesh,"10/2022
11/2023",54.0,FlashReport_July 2026
1576,Uttar Pradesh,"03/2020
03/2023",94.0,FlashReport_July 2026
1577,Uttar Pradesh,"12/2022
02/2025",48.0,FlashReport_July 2026
1578,Uttar Pradesh,"05/2023
11/2025",9.32,FlashReport_July 2026
1579,Uttar Pradesh,"12/2021
02/2024",77.0,FlashReport_July 2026
1580,Uttar Pradesh,"03/2023
02/2024",55.0,FlashReport_July 2026
1581,Uttar Pradesh,"03/2021
11/2022",95.0,FlashReport_July 2026
1582,Uttar Pradesh,"08/2021
12/2023",96.0,FlashReport_July 2026
1583,Uttar Pradesh,"03/2022
05/2025",8.0,FlashReport_July 2026
1584,Uttar Pradesh,"03/2022
05/2025",50.72,FlashReport_July 2026
1585,Uttar Pradesh,"03/2023
02/2026",4.0,FlashReport_July 2026
1586,Uttar Pradesh,"11/2022
01/2026",40.45,FlashReport_July 2026
1587,Uttar Pradesh,"01/2022
02/2024",73.0,FlashReport_July 2026
1588,Uttar Pradesh,"05/2023
01/2026",20.0,FlashReport_July 2026
1589,Uttar Pradesh,"03/2023
06/2024",59.5,FlashReport_July 2026
1590,Uttar Pradesh,"03/2022
06/2024",100.0,FlashReport_July 2026
1591,Uttar Pradesh,"01/2022
10/2023",100.0,FlashReport_July 2026
1592,Uttar Pradesh,"03/2022
01/2024",56.0,FlashReport_July 2026
1593,Uttar Pradesh,"03/2022
11/2023",98.0,FlashReport_July 2026
1594,Uttar Pradesh,"05/2023
10/2025",9.06,FlashReport_July 2026
1595,Uttar Pradesh,"07/2018
02/2021",91.0,FlashReport_July 2026
1596,Uttar Pradesh,"04/2020
09/2022",100.0,FlashReport_July 2026
1597,Uttar Pradesh,"12/2022
06/2025",36.67,FlashReport_July 2026
1598,Uttar Pradesh,"03/2022
05/2025",55.0,FlashReport_July 2026
1599,Uttar Pradesh,"03/2024
01/2026",7.0,FlashReport_July 2026
1600,Uttar Pradesh,"05/2023
01/2026",22.0,FlashReport_July 2026
1601,Uttar Pradesh,"03/2023
03/2025",40.0,FlashReport_July 2026
1602,Uttar Pradesh,"01/2022
11/2024",58.0,FlashReport_July 2026
1603,Uttar Pradesh,"03/2022
11/2025",35.0,FlashReport_July 2026
1604,Uttar Pradesh,"03/2023
08/2025",10.0,FlashReport_July 2026
1605,Uttar Pradesh,"03/2023
01/2025",81.18,FlashReport_July 2026
1606,Uttar Pradesh,"05/2023
12/2025",41.0,FlashReport_July 2026
1607,Uttar Pradesh,"04/2020
07/2022",92.0,FlashReport_July 2026
1608,Uttar Pradesh,"04/2020
11/2022",99.0,FlashReport_July 2026
1609,Uttar Pradesh,"03/2023
05/2026",0.0,FlashReport_July 2026
1610,Uttar Pradesh,"12/2021
02/2023",100.0,FlashReport_July 2026
1611,Uttar Pradesh,"09/2021
03/2022",78.0,FlashReport_July 2026
1612,Uttar Pradesh,"12/2017
02/2019",96.86,FlashReport_July 2026
1613,Uttar Pradesh,"02/2023
12/2024",39.2,FlashReport_July 2026
1614,Uttar Pradesh,"01/2023
12/2023",62.15,FlashReport_July 2026
1615,Uttar Pradesh,"09/2023
01/2025",34.8,FlashReport_July 2026
1616,Uttar Pradesh,"08/2024
03/2025",20.4,FlashReport_July 2026
1617,Uttar Pradesh,"08/2024
11/2025",49.85,FlashReport_July 2026
1618,Uttar Pradesh,"07/2022
03/2023",94.0,FlashReport_July 2026
1619,Uttar Pradesh,"02/2023
01/2024",73.78,FlashReport_July 2026
1620,Uttar Pradesh,"08/2024
07/2025",33.53,FlashReport_July 2026
1621,Uttar Pradesh,"08/2024
03/2025",39.5,FlashReport_July 2026
1622,Uttar Pradesh,"10/2022
02/2025",61.77,FlashReport_July 2026
1623,Uttar Pradesh,"03/2024
03/2025",21.25,FlashReport_July 2026
1624,Uttar Pradesh,"09/2020
05/2021",100.0,FlashReport_July 2026
1625,Uttar Pradesh,"06/2022
05/2023",68.2,FlashReport_July 2026
1626,Uttar Pradesh,"10/2021
02/2023",96.98,FlashReport_July 2026
1627,Uttar Pradesh,"06/2024
03/2026",3.96,FlashReport_July 2026
1628,Uttar Pradesh,"02/2023
03/2024",64.12,FlashReport_July 2026
1629,Uttar Pradesh,"12/2021
03/2023",89.0,FlashReport_July 2026
1630,Uttar Pradesh,"12/2024
06/2026",0.0,FlashReport_July 2026
1631,Uttar Pradesh,"02/2025
09/2025",22.79,FlashReport_July 2026
1632,Uttar Pradesh,"02/2025
09/2025",22.0,FlashReport_July 2026
1633,Uttar Pradesh,"09/2022
11/2023",68.8,FlashReport_July 2026
1634,Uttar Pradesh,"09/2022
01/2024",70.56,FlashReport_July 2026
1635,Uttar Pradesh,"09/2021
10/2022",99.33,FlashReport_July 2026
1636,Uttar Pradesh,"12/2024
11/2025",34.5,FlashReport_July 2026
1637,Uttar Pradesh,"03/2023
05/2025",40.0,FlashReport_July 2026
1638,Uttar Pradesh,"03/2023
06/2024",77.0,FlashReport_July 2026
1639,Uttar Pradesh,"12/2024
12/2025",16.4,FlashReport_July 2026
1640,Uttar Pradesh,"10/2022
07/2023",100.0,FlashReport_July 2026
1641,Uttar Pradesh,"10/2022
10/2023",98.4,FlashReport_July 2026
1642,Uttar Pradesh,"10/2022
06/2023",90.57,FlashReport_July 2026
1643,Uttar Pradesh,"04/2015
04/2017",97.35,FlashReport_July 2026
1644,Uttar Pradesh,"12/2021
05/2023",63.79,FlashReport_July 2026
1645,Uttar Pradesh,"03/2023
05/2024",70.12,FlashReport_July 2026
1646,Uttar Pradesh,"10/2021
03/2024",55.9,FlashReport_July 2026
1647,Uttar Pradesh,"02/2021
11/2021",99.02,FlashReport_July 2026
1648,Uttar Pradesh,"10/2022
03/2024",54.55,FlashReport_July 2026
1649,Uttar Pradesh,"11/2022
09/2023",83.06,FlashReport_July 2026
1650,Uttar Pradesh,"08/2023
12/2023",44.64,FlashReport_July 2026
1651,Uttar Pradesh,"02/2025
12/2025",24.55,FlashReport_July 2026
1652,Uttar Pradesh,"03/2021
09/2022",99.24,FlashReport_July 2026
1653,Uttar Pradesh,"03/2021
09/2022",98.06,FlashReport_July 2026
1654,Uttar Pradesh,"01/2022
12/2022",100.0,FlashReport_July 2026
1655,Uttar Pradesh,"03/2021
09/2022",99.29,FlashReport_July 2026
1656,Uttar Pradesh,"03/2025
05/2026",12.0,FlashReport_July 2026
1657,Uttar Pradesh,"11/2020
10/2021",98.92,FlashReport_July 2026
1658,Uttarakhand,"01/2023
02/2024",99.0,FlashReport_July 2026
1659,Uttarakhand,"11/2022
06/2023",98.5,FlashReport_July 2026
1660,Uttarakhand,"02/2025
01/2026",8.5,FlashReport_July 2026
1661,Uttarakhand,"02/2018
05/2018",73.5,FlashReport_July 2026
1662,Uttarakhand,"02/2021
01/2023",99.0,FlashReport_July 2026
1663,Uttarakhand,"03/2017
02/2018",95.0,FlashReport_July 2026
1664,Uttarakhand,"05/2025
10/2025",53.74,FlashReport_July 2026
1665,Uttarakhand,"01/2024
10/2025",31.75,FlashReport_July 2026
1666,Uttarakhand,"03/2022
01/2025",42.0,FlashReport_July 2026
1667,Uttarakhand,"02/2022
12/2025",2.0,FlashReport_July 2026
1668,Uttarakhand,"03/2022
08/2024",67.0,FlashReport_July 2026
1669,Uttarakhand,"10/2022
10/2023",21.03,FlashReport_July 2026
1670,Uttarakhand,"03/2022
09/2022",37.23,FlashReport_July 2026
1671,Uttarakhand,"09/2020
12/2021",81.17,FlashReport_July 2026
1672,Uttarakhand,"05/2022
11/2024",37.19,FlashReport_July 2026
1673,Uttarakhand,"01/2024
10/2025",22.0,FlashReport_July 2026
1674,Uttarakhand,"03/2018
01/2019",96.46,FlashReport_July 2026
1675,Uttarakhand,"03/2018
01/2019",100.0,FlashReport_July 2026
1676,Uttarakhand,"10/2022
05/2023",80.0,FlashReport_July 2026
1677,Uttarakhand,"10/2022
05/2024",76.67,FlashReport_July 2026
1678,Uttarakhand,"03/2018
07/2018",76.03,FlashReport_July 2026
1679,Uttarakhand,"12/2023
06/2024",88.12,FlashReport_July 2026
1680,Uttarakhand,"12/2023
12/2024",68.45,FlashReport_July 2026
1681,Uttarakhand,"12/2023
06/2024",99.97,FlashReport_July 2026
1682,Uttarakhand,"11/2021
08/2022",70.42,FlashReport_July 2026
1683,Uttarakhand,"06/2022
03/2023",75.24,FlashReport_July 2026
1684,Uttarakhand,"11/2021
10/2022",80.36,FlashReport_July 2026
1685,Uttarakhand,"08/2025
06/2026",0.0,FlashReport_July 2026
1686,Uttarakhand,"03/2022
02/2023",93.9,FlashReport_July 2026
1687,Uttarakhand,"12/2023
04/2025",62.79,FlashReport_July 2026
1688,Uttarakhand,"05/2025
02/2026",5.13,FlashReport_July 2026
1689,Uttarakhand,"02/2023
12/2025",0.0,FlashReport_July 2026
1690,West Bengal,"11/2023
11/2025",0.0,FlashReport_July 2026
1691,West Bengal,"03/2023
03/2024",67.28,FlashReport_July 2026
1692,West Bengal,"03/2016
08/2023",17.08,FlashReport_July 2026
1693,West Bengal,"08/2016
11/2016",85.56,FlashReport_July 2026
1694,West Bengal,"03/2022
03/2023",74.98,FlashReport_July 2026
1695,West Bengal,"06/2020
10/2020",95.98,FlashReport_July 2026
1696,West Bengal,"06/2020
10/2020",97.22,FlashReport_July 2026
1697,West Bengal,"03/2018
10/2019",99.23,FlashReport_July 2026
1698,West Bengal,"03/2018
10/2020",97.73,FlashReport_July 2026
1699,West Bengal,"03/2025
11/2025",3.67,FlashReport_July 2026
1700,West Bengal,"11/2023
12/2024",61.1,FlashReport_July 2026
1701,West Bengal,"03/2023
06/2024",39.99,FlashReport_July 2026
1702,West Bengal,"02/2024
08/2024",43.52,FlashReport_July 2026
1703,West Bengal,"03/2024
07/2024",54.79,FlashReport_July 2026
1704,West Bengal,"08/2018
12/2018",96.71,FlashReport_July 2026
1705,West Bengal,"03/2023
12/2025",8.0,FlashReport_July 2026
1706,West Bengal,"02/2024
06/2025",34.47,FlashReport_July 2026
1707,Delhi,"10/2014
04/2018",98.0,FlashReport_July 2026
1708,Meghalaya,"09/2019
09/2020",99.84,FlashReport_July 2026
1709,"Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","04/2022
05/2024",99.31,FlashReport_July 2026
1710,"Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","05/2018
09/2021",89.98,FlashReport_July 2026
1711,"Multi-States
(Andhra Pradesh,
Chhattisgarh,
Jharkhand,
Maharashtra,
Odisha)","11/2021
05/2022",81.47,FlashReport_July 2026
1712,"Multi-States
(Arunachal
Pradesh, Assam)","12/2020
10/2021",99.84,FlashReport_July 2026
1713,"Multi-States
(Bihar, Madhya
Pradesh,
Rajasthan, Uttar
Pradesh)","12/2019
03/2021",99.59,FlashReport_July 2026
1714,PAN India,"08/2023
06/2025",8.15,FlashReport_July 2026
1715,PAN India,"08/2023
03/2026",0.0,FlashReport_July 2026
1716,PAN India,"08/2023
02/2025",26.58,FlashReport_July 2026
1717,PAN India,"06/2023
05/2025",8.4,FlashReport_July 2026
1718,PAN India,"08/2023
02/2025",15.13,FlashReport_July 2026
1719,PAN India,"08/2023
03/2026",0.0,FlashReport_July 2026
1720,PAN India,"08/2023
07/2026",0.0,FlashReport_July 2026
1721,PAN India,"07/2022
07/2022",87.7,FlashReport_July 2026
1722,PAN India,"08/2023
06/2025",8.28,FlashReport_July 2026
1723,PAN India,"08/2023
04/2025",0.0,FlashReport_July 2026
1724,PAN India,"08/2023
02/2025",23.18,FlashReport_July 2026
1725,PAN India,"07/2017
11/2017",93.33,FlashReport_July 2026
1726,PAN India,"08/2023
06/2025",1.63,FlashReport_July 2026
1727,PAN India,"08/2023
05/2025",20.54,FlashReport_July 2026
1728,PAN India,"11/2020
11/2020",98.56,FlashReport_July 2026
1729,PAN India,"07/2017
10/2011",99.98,FlashReport_July 2026
1730,PAN India,"05/2023
05/2023",92.1,FlashReport_July 2026
1731,PAN India,"05/2023
06/2023",98.56,FlashReport_July 2026
1732,PAN India,"08/2023
03/2025",17.76,FlashReport_July 2026
1733,PAN India,"08/2023
03/2026",0.0,FlashReport_July 2026
1734,PAN India,"08/2023
06/2026",0.0,FlashReport_July 2026
1735,PAN India,"08/2023
06/2025",0.61,FlashReport_July 2026
1736,Uttar Pradesh,"08/2023
02/2025",7.65,FlashReport_July 2026
1737,Uttar Pradesh,"08/2023
02/2025",7.2,FlashReport_July 2026
1738,Bihar,"10/2017
03/2022",97.0,FlashReport_July 2026
1739,Bihar,"08/2017
07/2019",59.0,FlashReport_July 2026
1740,Bihar,"08/2017
07/2019",55.0,FlashReport_July 2026
1741,Bihar,"03/2010
03/2018",97.0,FlashReport_July 2026
1742,Bihar,"03/2010
03/2018",95.0,FlashReport_July 2026
1743,Uttar Pradesh,"05/2020
04/2023",84.0,FlashReport_July 2026
1744,Uttar Pradesh,"05/2020
11/2024",57.0,FlashReport_July 2026
1745,West Bengal,"05/2018
12/2021",94.0,FlashReport_July 2026
1746,Andhra Pradesh,"04/2005
01/2006",95.88,FlashReport_July 2026
1747,Andhra Pradesh,"04/2005
04/2005",98.3,FlashReport_July 2026
1748,Andhra Pradesh,"01/2009
11/2009",86.15,FlashReport_July 2026
1749,Assam,"04/1996
12/1996",55.44,FlashReport_July 2026
1750,Chhattisgarh,"04/2008
04/2008",73.0,FlashReport_July 2026
1751,Chhattisgarh,"04/2009
12/2009",86.31,FlashReport_July 2026
1752,Gujarat,"04/1996
04/1996",93.7,FlashReport_July 2026
1753,Jharkhand,"04/2011
01/2012",70.0,FlashReport_July 2026
1754,Karnataka,"04/2014
04/2014",99.32,FlashReport_July 2026
1755,Madhya Pradesh,"04/2008
01/2009",75.0,FlashReport_July 2026
1756,Madhya Pradesh,"04/2007
04/2007",81.52,FlashReport_July 2026
1757,Maharashtra,"05/2002
01/2017",49.6,FlashReport_July 2026
1758,Maharashtra,"04/1996
04/1996",89.57,FlashReport_July 2026
1759,Maharashtra,"04/2008
04/2008",72.65,FlashReport_July 2026
1760,Maharashtra,"04/2009
01/2010",100.0,FlashReport_July 2026
1761,Maharashtra,"04/2008
04/2008",65.0,FlashReport_July 2026
1762,Maharashtra,"04/2009
04/2009",75.0,FlashReport_July 2026
1763,Manipur,"04/1997
04/1997",99.0,FlashReport_July 2026
1764,"Multi-States
(Bihar, Jharkhand)","08/2017
01/2021",47.0,FlashReport_July 2026
1765,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","NA
03/2022",0.0,FlashReport_July 2026
1766,Odisha,"04/1997
01/1998",62.85,FlashReport_July 2026
1767,Odisha,"12/1995
01/1998",95.5,FlashReport_July 2026
1768,Odisha,"04/2003
01/2004",79.5,FlashReport_July 2026
1769,Punjab,"02/2016
04/2018",95.0,FlashReport_July 2026
1770,Punjab,"02/2010
04/2018",88.0,FlashReport_July 2026
1771,Telangana,"04/1996
04/2005",97.0,FlashReport_July 2026
1772,Telangana,"04/1996
01/2006",92.0,FlashReport_July 2026
1773,Telangana,"04/2006
04/2006",87.7,FlashReport_July 2026
1774,Uttar Pradesh,"04/2008
04/2008",82.39,FlashReport_July 2026
1775,Uttarakhand,"10/2023
11/2023",26.22,FlashReport_July 2026
1,,,,FlashReport_June 2026
2,,,,FlashReport_June 2026
3,,,,FlashReport_June 2026
4,,,,FlashReport_June 2026
5,,,,FlashReport_June 2026
6,,,,FlashReport_June 2026
7,,,,FlashReport_June 2026
8,,,,FlashReport_June 2026
9,,,,FlashReport_June 2026
10,,,,FlashReport_June 2026
11,,,,FlashReport_June 2026
12,,,,FlashReport_June 2026
13,,,,FlashReport_June 2026
14,,,,FlashReport_June 2026
15,,,,FlashReport_June 2026
16,,,,FlashReport_June 2026
17,,,,FlashReport_June 2026
Total,,,,FlashReport_June 2026
1,,,,FlashReport_June 2026
2,,,,FlashReport_June 2026
3,,,,FlashReport_June 2026
4,,,,FlashReport_June 2026
5,,,,FlashReport_June 2026
6,,,,FlashReport_June 2026
6,,,,FlashReport_June 2026
7,,,,FlashReport_June 2026
8,,,,FlashReport_June 2026
9,,,,FlashReport_June 2026
10,,,,FlashReport_June 2026
10,,,,FlashReport_June 2026
11,,,,FlashReport_June 2026
12,,,,FlashReport_June 2026
13,,,,FlashReport_June 2026
14,,,,FlashReport_June 2026
15,,,,FlashReport_June 2026
15,,,,FlashReport_June 2026
16,,,,FlashReport_June 2026
17,,,,FlashReport_June 2026
18,,,,FlashReport_June 2026
19,,,,FlashReport_June 2026
20,,,,FlashReport_June 2026
21,,,,FlashReport_June 2026
22,,,,FlashReport_June 2026
23,,,,FlashReport_June 2026
23,,,,FlashReport_June 2026
24,,,,FlashReport_June 2026
25,,,,FlashReport_June 2026
26,,,,FlashReport_June 2026
27,,,,FlashReport_June 2026
28,,,,FlashReport_June 2026
28,,,,FlashReport_June 2026
29,,,,FlashReport_June 2026
30,,,,FlashReport_June 2026
31,,,,FlashReport_June 2026
32,,,,FlashReport_June 2026
33,,,,FlashReport_June 2026
34,,,,FlashReport_June 2026
35,,,,FlashReport_June 2026
36,,,,FlashReport_June 2026
36,,,,FlashReport_June 2026
37,,,,FlashReport_June 2026
1,Goa,"11/2017
12/2019",,FlashReport_June 2026
2,Rajasthan,"10/2017
10/2017",,FlashReport_June 2026
3,Tripura,"06/2022
06/2022",,FlashReport_June 2026
4,Maharashtra,"06/2024
06/2024",,FlashReport_June 2026
5,Maharashtra,"08/2022
08/2022",,FlashReport_June 2026
6,Andhra Pradesh,"09/2023
09/2023",,FlashReport_June 2026
7,"Multi-States (Telangana,
Andhra Pradesh)","11/2022
03/2023",,FlashReport_June 2026
8,Rajasthan,"10/2023
10/2023",,FlashReport_June 2026
9,Andhra Pradesh,"12/2021
09/2022",,FlashReport_June 2026
10,Andhra Pradesh,"03/2023
02/2024",,FlashReport_June 2026
11,Andhra Pradesh,"03/2022
01/2023",,FlashReport_June 2026
12,Andhra Pradesh,"03/2022
09/2023",,FlashReport_June 2026
13,Andhra Pradesh,"01/2022
01/2023",,FlashReport_June 2026
14,Andhra Pradesh,"03/2017
09/2017",,FlashReport_June 2026
15,Andhra Pradesh,"08/2020
09/2021",,FlashReport_June 2026
16,Andhra Pradesh,"08/2020
03/2021",,FlashReport_June 2026
17,Andhra Pradesh,"01/2020
07/2021",,FlashReport_June 2026
18,Andhra Pradesh,"11/2020
09/2022",,FlashReport_June 2026
19,Andhra Pradesh,"03/2023
11/2023",,FlashReport_June 2026
20,Assam,"03/2022
12/2022",,FlashReport_June 2026
21,Assam,"03/2021
10/2023",,FlashReport_June 2026
22,Assam,"09/2021
07/2022",,FlashReport_June 2026
23,Assam,"03/2018
11/2019",,FlashReport_June 2026
24,Assam,"03/2022
01/2023",,FlashReport_June 2026
25,Bihar,"03/2021
02/2023",,FlashReport_June 2026
26,Bihar,"10/2021
03/2022",,FlashReport_June 2026
27,Bihar,"01/2021
01/2022",,FlashReport_June 2026
28,Bihar,"01/2021
01/2022",,FlashReport_June 2026
29,Bihar,"08/2020
01/2021",,FlashReport_June 2026
30,Bihar,"09/2022
01/2023",,FlashReport_June 2026
31,Bihar,"01/2017
08/2018",,FlashReport_June 2026
32,Bihar,"09/2019
11/2020",,FlashReport_June 2026
33,Bihar,"09/2019
11/2020",,FlashReport_June 2026
34,Bihar,"05/2011
05/2011",,FlashReport_June 2026
35,Chhattisgarh,"11/2017
05/2019",,FlashReport_June 2026
36,Chhattisgarh,"03/2020
05/2022",,FlashReport_June 2026
37,Chhattisgarh,"12/2020
03/2022",,FlashReport_June 2026
38,Chhattisgarh,"05/2022
09/2022",,FlashReport_June 2026
39,Delhi,"07/2020
01/2022",,FlashReport_June 2026
40,Gujarat,"05/2020
12/2021",,FlashReport_June 2026
41,Gujarat,"07/2020
11/2021",,FlashReport_June 2026
42,Gujarat,"05/2020
01/2022",,FlashReport_June 2026
43,Gujarat,"05/2020
01/2022",,FlashReport_June 2026
44,Gujarat,"02/2020
08/2021",,FlashReport_June 2026
45,Gujarat,"03/2018
02/2019",,FlashReport_June 2026
46,Gujarat,"03/2022
04/2022",,FlashReport_June 2026
47,Gujarat,"08/2020
03/2021",,FlashReport_June 2026
48,Gujarat,"11/2016
05/2017",,FlashReport_June 2026
49,Gujarat,"08/2020
03/2021",,FlashReport_June 2026
50,Gujarat,"03/2016
02/2017",,FlashReport_June 2026
51,Haryana,"12/2020
12/2021",,FlashReport_June 2026
52,Haryana,"01/2021
12/2021",,FlashReport_June 2026
53,Himachal Pradesh,"08/2020
09/2021",,FlashReport_June 2026
54,Jammu and Kashmir,"02/2021
03/2021",,FlashReport_June 2026
55,Jharkhand,"09/2020
10/2021",,FlashReport_June 2026
56,Jharkhand,"03/2022
05/2023",,FlashReport_June 2026
57,Karnataka,"03/2022
02/2023",,FlashReport_June 2026
58,Karnataka,"03/2018
01/2021",,FlashReport_June 2026
59,Karnataka,"07/2016
03/2017",,FlashReport_June 2026
60,Karnataka,"03/2015
02/2016",,FlashReport_June 2026
61,Madhya Pradesh,"03/2022
06/2023",,FlashReport_June 2026
62,Madhya Pradesh,"12/2009
08/2010",,FlashReport_June 2026
63,Madhya Pradesh,"03/2021
04/2022",,FlashReport_June 2026
64,Madhya Pradesh,"01/2020
10/2021",,FlashReport_June 2026
65,Madhya Pradesh,"01/2021
07/2021",,FlashReport_June 2026
66,Maharashtra,"03/2024
10/2024",,FlashReport_June 2026
67,Maharashtra,"06/2020
05/2022",,FlashReport_June 2026
68,Maharashtra,"06/2016
01/2019",,FlashReport_June 2026
69,Maharashtra,"03/2018
03/2019",,FlashReport_June 2026
70,Maharashtra,"10/2021
05/2022",,FlashReport_June 2026
71,Mizoram,"09/2021
09/2023",,FlashReport_June 2026
72,Mizoram,"09/2019
12/2019",,FlashReport_June 2026
73,Mizoram,"09/2019
10/2020",,FlashReport_June 2026
74,Mizoram,"09/2019
10/2019",,FlashReport_June 2026
75,"Multi-States (Andhra
Pradesh, Tamil Nadu)","02/2021
12/2022",,FlashReport_June 2026
76,"Multi-States (Bihar,
Jharkhand)","06/2021
03/2022",,FlashReport_June 2026
77,"Multi-States
(Chhattisgarh, Odisha)","02/2021
03/2022",,FlashReport_June 2026
78,"Multi-States
(Maharashtra,
Karnataka)","11/2021
10/2022",,FlashReport_June 2026
79,"Multi-States
(Maharashtra,
Telangana)","03/2018
04/2019",,FlashReport_June 2026
80,"Multi-States
(Maharashtra,
Telangana)","03/2022
10/2022",,FlashReport_June 2026
81,"Multi-States (Punjab,
Haryana)","11/2021
12/2022",,FlashReport_June 2026
82,"Multi-States (Punjab,
Haryana)","10/2022
06/2023",,FlashReport_June 2026
83,"Multi-States (Rajasthan,
Uttar Pradesh)","03/2024
04/2025",,FlashReport_June 2026
84,"Multi-States (Uttar
Pradesh, Delhi)","09/2020
06/2022",,FlashReport_June 2026
85,"Multi-States (Uttar
Pradesh, Jharkhand)","03/2022
09/2023",,FlashReport_June 2026
86,"Multi-States (Uttar
Pradesh, Uttarakhand)","03/2023
01/2024",,FlashReport_June 2026
87,"Multi-States (West
Bengal, Jharkhand)","03/2016
12/2017",,FlashReport_June 2026
88,Nagaland,"02/2021
06/2023",,FlashReport_June 2026
89,Nagaland,"02/2017
09/2017",,FlashReport_June 2026
90,Odisha,"01/2022
05/2023",,FlashReport_June 2026
91,Odisha,"09/2020
03/2021",,FlashReport_June 2026
92,Odisha,"10/2017
12/2018",,FlashReport_June 2026
93,Odisha,"01/2009
12/2011",,FlashReport_June 2026
94,Punjab,"12/2020
07/2022",,FlashReport_June 2026
95,Rajasthan,"03/2022
02/2023",,FlashReport_June 2026
96,Rajasthan,"12/2021
09/2022",,FlashReport_June 2026
97,Rajasthan,"02/2022
09/2023",,FlashReport_June 2026
98,Rajasthan,"03/2022
02/2023",,FlashReport_June 2026
99,Rajasthan,"11/2019
05/2021",,FlashReport_June 2026
100,Rajasthan,"03/2022
11/2022",,FlashReport_June 2026
101,Tamil Nadu,"06/2005
07/2006",,FlashReport_June 2026
102,Tamil Nadu,"12/2006
01/2008",,FlashReport_June 2026
